time,tavg,tmin,tmax,prcp,wspd,pres,pm2_5
2024-08-25,23.7,20.6,28.6,4.0,7.1,1011.0,17.170833333333334
2024-08-26,22.4,20.6,28.6,8.7,6.8,1010.0,21.59583333333333
2024-08-27,22.2,19.6,27.4,7.6,4.3,1011.3,13.270833333333334
2024-08-28,24.2,20.1,30.6,0.0,6.7,1010.2,18.754166666666666
2024-08-29,22.9,20.6,30.6,2.8,7.1,1009.8,22.97083333333333
2024-08-30,25.0,18.5,31.6,6.6,6.8,1009.8,19.05
2024-08-31,24.6,21.3,31.8,0.5,8.4,1008.9,17.133333333333333
2024-09-02,24.3,19.1,30.6,0.0,7.1,1007.5,15.533333333333333
2024-09-05,22.5,19.6,25.6,17.4,6.0,1009.9,14.145833333333334
2024-09-06,23.0,19.6,27.6,33.2,9.4,1011.2,15.804166666666667
2024-09-07,24.4,20.6,29.6,5.0,6.3,1013.8,17.662499999999998
2024-09-08,24.8,20.6,31.4,0.0,8.0,1012.4,18.583333333333332
2024-09-09,23.8,20.1,30.2,0.0,7.9,1010.8,18.4875
2024-09-10,24.8,20.6,31.1,0.0,8.3,1010.5,15.908333333333333
2024-09-11,24.8,20.1,31.2,0.0,9.3,1011.1,10.566666666666666
2024-09-12,23.4,20.3,30.0,0.8,7.6,1011.7,11.458333333333334
2024-09-13,22.9,18.6,29.4,6.2,5.9,1010.5,17.516666666666666
2024-09-14,21.6,19.1,28.1,0.5,9.2,1009.4,18.079166666666666
2024-09-15,21.9,18.4,28.0,1.0,9.4,1009.7,15.25
2024-09-16,22.8,18.5,27.6,22.6,5.9,1013.1,18.591666666666665
2024-09-17,23.0,19.5,29.0,0.0,4.6,1015.1,22.141666666666666
2024-09-18,24.3,18.2,29.6,3.7,5.7,1014.8,19.654166666666665
2024-09-19,25.4,21.0,32.2,0.0,6.3,1014.2,19.420833333333334
2024-09-20,23.7,21.2,30.9,1.3,5.5,1013.0,17.279166666666665
2024-09-21,24.7,20.3,29.6,12.8,5.6,1015.6,16.641666666666666
2024-09-22,25.3,21.3,32.1,0.0,5.8,1015.0,21.525000000000002
2024-09-23,25.7,20.1,31.7,2.9,6.8,1015.0,21.308333333333334
2024-09-24,23.7,22.3,28.6,0.0,6.8,1012.5,19.5625
2024-09-25,22.9,19.8,28.6,0.8,6.8,1013.8,14.954166666666666
2024-09-26,21.7,19.6,25.1,0.0,6.2,1013.7,8.233333333333333
2024-09-27,17.9,17.1,18.6,97.0,6.1,1013.8,3.7416666666666667
2024-09-28,17.5,16.4,18.6,164.3,3.8,1015.3,6.154166666666666
2024-09-29,20.8,16.3,26.9,0.0,5.1,1016.9,14.620833333333332
2024-09-30,22.6,17.4,29.0,0.0,6.4,1014.8,21.45
2024-10-01,23.9,20.0,30.8,0.0,6.6,1012.8,16.474999999999998
2024-10-02,24.0,20.3,30.4,1.0,8.3,1011.7,18.808333333333334
2024-10-03,22.6,19.6,28.1,4.6,8.1,1012.1,15.154166666666667
2024-10-04,22.4,19.5,28.1,0.0,10.1,1013.5,10.325000000000001
2024-10-05,22.2,19.4,29.6,0.0,8.6,1015.1,10.804166666666667
2024-10-06,22.2,18.0,27.1,0.0,6.6,1018.7,14.458333333333334
2024-10-07,22.1,18.1,29.0,0.0,6.4,1021.3,15.120833333333332
2024-10-08,22.1,18.2,28.1,0.0,7.9,1020.0,16.3125
2024-10-09,21.8,16.2,29.2,0.0,8.1,1017.6,16.204166666666666
2024-10-10,21.5,16.1,28.7,0.0,7.0,1016.6,26.508333333333336
2024-10-11,21.2,16.5,28.1,0.0,7.7,1016.1,38.699999999999996
2024-10-12,20.5,16.1,27.9,0.0,6.9,1017.8,32.170833333333334
2024-10-13,20.3,14.3,27.6,0.0,6.7,1018.9,32.550000000000004
2024-10-14,20.2,17.4,27.1,0.0,8.8,1018.7,34.24166666666667
2024-10-15,19.8,14.6,27.1,0.0,7.7,1017.5,34.362500000000004
2024-10-16,19.9,14.9,26.8,0.0,6.9,1017.8,36.079166666666666
2024-10-17,19.2,15.1,24.1,0.0,6.0,1018.3,43.79583333333333
2024-10-18,19.1,15.0,25.7,0.0,6.9,1017.8,51.46666666666667
2024-10-19,19.2,13.6,25.1,0.0,5.8,1018.7,49.74583333333334
2024-10-20,18.8,15.7,25.9,0.0,7.7,1020.0,49.67083333333333
2024-10-21,18.5,13.4,25.6,0.0,5.8,1020.7,37.38333333333333
2024-10-22,19.7,13.4,27.1,0.0,6.3,1021.0,22.900000000000002
2024-10-23,20.6,14.0,27.6,0.0,5.7,1020.1,16.370833333333334
2024-10-24,20.2,14.4,26.4,0.2,7.1,1018.8,17.141666666666666
2024-10-25,19.4,16.6,23.6,0.3,7.2,1017.8,19.154166666666665
2024-10-26,19.4,15.6,23.6,0.0,6.0,1018.3,22.233333333333334
2024-10-27,20.7,16.6,25.6,0.3,6.8,1017.5,20.662499999999998
2024-10-28,21.1,17.6,25.6,0.0,6.8,1016.6,17.366666666666667
2024-10-29,20.7,16.6,25.6,0.0,7.5,1016.9,17.433333333333334
2024-10-30,20.3,15.6,25.6,0.5,6.3,1017.6,26.650000000000002
2024-10-31,19.9,15.6,24.6,0.0,6.8,1018.1,41.37083333333333
2024-11-01,19.9,15.6,24.6,1.6,7.4,1019.1,52.520833333333336
2024-11-02,20.1,17.6,23.6,0.6,4.9,1020.8,54.475
2024-11-03,19.4,16.6,24.6,6.7,4.9,1021.0,44.59166666666667
2024-11-04,17.2,14.6,20.6,12.2,5.8,1019.8,42.63333333333333
2024-11-05,18.0,13.6,24.6,0.1,5.6,1022.1,26.833333333333332
2024-11-06,17.6,12.6,23.6,0.0,6.1,1022.2,18.820833333333333
2024-11-07,17.9,11.6,25.0,0.0,6.4,1021.4,23.958333333333332
2024-11-08,17.9,12.8,24.2,0.0,6.1,1021.3,30.170833333333334
2024-11-09,17.9,13.9,23.1,0.0,5.1,1021.4,36.57083333333333
2024-11-10,18.0,13.2,23.6,0.4,5.3,1021.5,41.19166666666667
2024-11-11,17.5,13.6,24.5,0.0,6.8,1021.0,44.5
2024-11-12,16.8,11.8,23.6,0.0,5.5,1019.8,51.050000000000004
2024-11-13,16.4,10.2,23.6,0.0,5.2,1018.8,71.05
2024-11-14,16.7,13.4,22.9,0.0,5.8,1020.1,75.4375
2024-11-15,16.3,11.0,23.2,0.0,5.4,1019.1,80.99583333333334
2024-11-16,16.3,12.1,22.1,0.0,5.6,1017.9,81.80416666666666
2024-11-17,16.1,12.6,21.6,0.0,5.9,1018.5,79.33749999999999
2024-11-18,15.3,11.6,21.6,0.0,5.8,1020.2,55.354166666666664
2024-11-19,14.9,9.6,21.6,0.0,6.2,1021.2,50.30416666666667
2024-11-20,14.6,9.6,20.6,1.3,6.1,1020.2,51.92916666666667
2024-11-21,14.6,9.6,20.6,1.0,6.4,1019.5,51.27916666666667
2024-11-22,14.0,9.0,20.8,0.0,6.2,1019.5,57.8375
2024-11-23,13.8,9.2,19.6,0.0,6.0,1020.0,60.31666666666666
2024-11-24,13.5,8.6,20.0,0.0,6.5,1019.4,52.7125
2024-11-25,14.0,7.6,20.0,0.0,7.1,1019.3,70.55833333333334
2024-11-26,13.8,8.4,19.9,0.0,6.3,1019.1,117.15833333333335
2024-11-27,13.2,7.6,18.8,0.5,5.6,1019.3,119.15833333333335
2024-11-28,13.0,7.5,19.6,0.2,5.5,1021.1,95.64999999999999
2024-11-29,12.9,7.6,19.6,0.0,6.4,1021.6,57.55416666666667
2024-11-30,12.7,7.2,19.6,0.0,5.3,1019.4,44.90416666666667
2024-12-01,12.9,7.6,19.6,0.0,6.3,1017.4,52.72083333333333
2024-12-02,12.8,7.0,19.6,0.0,6.1,1018.0,54.15416666666667
2024-12-03,12.7,6.2,19.8,0.0,6.7,1018.7,57.88333333333333
2024-12-04,12.4,6.6,20.6,0.0,5.8,1017.2,56.525
2024-12-05,12.2,5.3,19.0,0.0,5.8,1016.9,66.4875
2024-12-06,12.5,8.8,18.6,0.0,6.6,1015.9,62.2875
2024-12-07,13.0,8.5,18.6,0.0,6.1,1016.6,74.30416666666666
2024-12-08,12.5,8.6,17.6,0.0,5.7,1016.0,97.24166666666667
2024-12-09,11.2,6.0,18.4,0.0,6.6,1014.8,93.58749999999999
2024-12-10,10.3,5.2,16.6,0.0,5.8,1014.9,60.74583333333334
2024-12-12,10.3,3.5,18.9,0.0,6.5,1017.7,60.541666666666664
2024-12-13,9.8,3.0,19.3,0.0,6.5,1018.2,62.875
2024-12-14,9.3,2.1,17.6,0.0,5.3,1020.2,67.875
2024-12-15,10.4,3.6,18.6,0.0,2.8,1022.8,61.375
2024-12-16,11.3,4.4,20.6,0.0,5.3,1021.4,49.99583333333334
2024-12-17,11.2,4.4,19.6,0.0,5.7,1020.3,50.125
2024-12-18,11.1,4.6,18.6,0.0,6.3,1019.1,61.487500000000004
2024-12-19,10.5,4.4,17.6,0.0,5.3,1020.2,60.9375
2024-12-20,10.6,4.6,18.6,0.0,4.9,1018.5,56.5875
2024-12-21,10.3,2.8,17.6,0.0,6.2,1018.6,55.637499999999996
2024-12-22,10.2,4.1,17.2,0.0,6.5,1019.6,58.1875
2024-12-23,10.1,4.0,16.6,0.0,5.3,1020.0,64.24583333333334
2024-12-24,10.7,4.0,16.8,0.0,5.3,1020.3,70.30833333333334
2024-12-25,11.9,7.1,18.6,0.2,5.4,1021.6,68.95833333333333
2024-12-26,10.5,4.2,18.6,0.0,6.0,1024.0,64.325
2024-12-27,10.8,3.6,19.6,0.0,4.9,1024.1,67.70416666666667
2024-12-28,10.4,5.6,15.6,2.0,4.6,1023.7,80.95833333333333
2024-12-29,12.0,6.3,19.6,1.6,6.1,1021.3,76.91666666666667
2024-12-30,11.0,4.3,18.0,0.0,5.4,1020.5,67.47500000000001
2024-12-31,11.0,5.0,18.0,0.0,5.4,1021.6,64.83333333333333
2025-01-01,12.1,5.4,18.6,0.0,6.6,1019.1,64.55833333333334
2025-01-02,11.3,5.2,17.7,0.0,5.6,1019.6,61.09166666666667
2025-01-03,11.7,5.4,19.6,0.0,5.2,1020.7,66.42916666666666
2025-01-04,12.1,5.5,19.6,0.0,5.3,1020.1,62.69166666666666
2025-01-05,11.2,6.6,16.6,0.0,3.4,1021.2,60.3125
2025-01-06,12.0,7.6,19.6,0.0,6.2,1019.7,59.7125
2025-01-07,11.4,6.6,18.1,0.0,6.1,1016.7,57.387499999999996
2025-01-08,10.6,5.6,17.6,0.0,4.8,1015.8,75.00833333333334
2025-01-09,9.9,4.1,17.6,0.0,5.6,1019.2,67.8
2025-01-10,10.1,4.2,16.6,0.0,5.4,1022.8,71.92083333333333
2025-01-11,10.8,4.6,18.6,0.0,4.8,1023.7,68.16666666666667
2025-01-12,10.6,4.6,18.6,0.1,5.2,1022.8,61.5625
2025-01-13,10.4,3.8,17.6,0.0,6.5,1019.6,64.925
2025-01-14,10.7,4.4,17.6,0.0,5.4,1021.7,71.07083333333334
2025-01-15,10.8,4.5,17.6,0.0,6.5,1023.2,71.3625
2025-01-16,11.7,7.6,18.6,0.0,5.4,1023.4,70.52916666666667
2025-01-17,11.4,6.0,18.7,0.0,6.8,1021.6,77.12916666666666
2025-01-18,10.9,4.0,18.6,0.0,6.6,1020.0,81.1875
2025-01-19,12.0,4.0,21.6,0.0,5.7,1018.0,89.05833333333334
2025-01-20,12.8,5.0,22.6,0.0,4.7,1015.9,91.27499999999999
2025-01-21,13.7,5.6,23.6,0.0,5.6,1015.5,80.95
2025-01-22,14.3,6.2,24.6,0.0,7.2,1016.9,78.17083333333333
2025-01-23,13.9,5.8,23.6,0.0,8.0,1016.8,77.18333333333334
2025-01-24,12.3,5.5,21.1,0.0,8.6,1015.3,68.14583333333333
2025-01-25,11.5,4.4,20.1,0.0,7.6,1015.5,79.825
2025-01-26,12.2,7.6,18.0,0.0,7.9,1017.2,77.71666666666667
2025-01-27,12.0,5.8,19.6,0.0,5.8,1015.2,70.14999999999999
2025-01-28,12.3,6.2,18.6,0.0,6.1,1016.0,85.59166666666665
2025-01-29,13.1,8.4,19.0,0.0,5.7,1019.0,90.30416666666667
2025-01-30,12.8,7.4,19.7,0.0,5.9,1014.5,97.92916666666667
2025-01-31,12.3,5.8,21.0,0.0,6.7,1014.8,85.91666666666667
2025-02-01,12.2,5.4,20.9,0.0,6.7,1016.8,76.5
2025-02-02,12.4,4.2,23.1,0.0,6.6,1016.7,55.5375
2025-02-03,12.5,3.9,21.9,0.0,7.1,1016.5,62.78333333333333
2025-02-04,13.3,6.1,21.6,0.0,6.5,1017.6,85.95416666666667
2025-02-05,15.3,8.4,23.9,0.0,9.1,1015.9,69.22500000000001
2025-02-06,13.8,7.1,23.4,0.0,7.4,1016.0,63.125
2025-02-07,12.9,4.3,22.6,0.0,7.6,1016.3,59.525
2025-02-08,12.3,4.1,21.5,0.0,8.4,1017.0,68.31666666666666
2025-02-09,13.0,7.2,20.2,0.0,7.0,1017.0,83.82083333333334
2025-02-10,13.9,6.3,21.8,0.0,7.2,1017.2,78.02083333333333
2025-02-11,13.5,6.2,22.8,0.0,9.3,1015.1,69.03333333333333
2025-02-12,13.0,6.2,20.9,0.0,7.3,1015.1,64.97916666666667
2025-02-13,12.7,5.4,21.5,0.0,8.5,1014.2,62.1625
2025-02-14,12.0,6.2,20.1,0.0,8.9,1013.1,66.07916666666667
2025-02-15,11.5,6.6,17.4,0.0,6.7,1015.2,67.64999999999999
2025-02-16,12.3,6.7,20.3,0.0,6.5,1016.4,63.74166666666667
2025-02-17,12.7,7.7,19.8,0.0,7.8,1019.5,78.58333333333333
2025-02-18,12.9,6.9,20.3,0.0,8.5,1018.3,79.64166666666667
2025-02-19,13.7,7.2,21.0,0.0,6.9,1017.7,76.61666666666666
2025-02-20,14.5,7.6,22.6,0.0,7.1,1020.2,73.77499999999999
2025-02-21,13.8,7.6,22.6,0.0,8.6,1019.8,63.25
2025-02-22,14.3,7.3,23.0,0.0,6.3,1019.8,39.40416666666667
2025-02-23,13.7,8.0,20.1,0.0,7.9,1021.0,55.0
2025-02-24,13.8,8.0,20.3,0.0,8.0,1021.7,67.99166666666666
2025-02-25,14.0,8.2,21.2,0.0,7.9,1023.0,63.89166666666667
2025-02-26,15.0,8.6,21.6,0.0,7.4,1023.1,61.85
2025-02-27,15.0,9.8,21.9,0.0,7.1,1020.5,70.78333333333333
2025-02-28,14.2,10.1,19.6,3.0,6.5,1020.2,63.449999999999996
